msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
mhAL/Rsnhq0QJcCNpJWRHI0oXNLdvzx/8+R2jJ2FMfc=,36,30,150,150,0,2015-06-18,2015-07-19,0
pb2zLx/1dqkT2Y2EUDERxY7YKqo3X1YLgIdABg18Dxk=,41,30,149,149,1,2017-01-14,2017-02-18,0
uuRd5SaH5Y8D5Snw5CpfT75smuR9+ihKnMXU1OLiGSI=,41,30,129,129,1,2016-04-27,2016-05-27,0
nuVu92jfyko7nM3xmgPzZIOh0gLyM/kQJu1KQVNWvdA=,41,30,149,149,1,2016-05-10,2016-06-12,0
/mGzTToSRNUlR911QZvRSnSOLjcArP8+SWklkOlj4+8=,41,30,99,99,1,2016-09-12,2016-10-12,0
LB2qhOyXiv2ebuYmJteA4mcjhhVvEzhptDn65Sf2bt0=,40,30,149,149,1,2016-05-16,2016-06-15,0
L3Hr1chDOYqr/3d3drENw45w40Qk/7LtzOh3o6o+rsk=,41,30,99,99,1,2016-01-02,2016-02-02,0
N9fi72l/7EL0CsCg54//cU8neMNSHHwDl4K8IFsRkv8=,35,7,0,0,0,2016-10-28,2016-11-04,0
TNOwLoPZyUZ1egx/a9M1Ms2aZFahS/zoZsfM4DCGYeQ=,41,30,99,99,1,2016-05-17,2016-06-17,0
iNDAs+IswokpR69lcTWOj3CGynNm12/0lh2KB+KPBlM=,40,31,149,149,1,2015-04-11,2015-05-17,0
96YFPtWlG6drDr9/3xpXuqIOb6IVXEbrBbzAX2l5trE=,41,30,149,149,1,2015-02-27,2015-03-27,0
7Quv3Pq+zVTXG8tWBiVvgGoJ4x2QGMyEH83YIBT0kOE=,40,30,149,149,1,2016-01-10,2016-01-12,1
mQelh+Vh44nmZkjK4L3MSGIrSTjvQNfAn83f8jm6V4g=,36,30,150,150,0,2016-02-05,2016-03-06,0
cFvpZJBlwuKOip3v9cM7gvn8SgGPAHUi5FZ1SHG4eek=,32,410,1788,1788,0,2015-01-27,2016-03-12,0
ICR1pXztWSH6hPKEgM2q/a56Yo6LPAixTVdLTrad+ig=,41,30,99,99,1,2016-10-14,2016-11-14,0
t57SQK/uraSvqmtpfr/2OdqdfWhFFwoKqqiXPCwBtFw=,41,30,99,99,1,2017-02-16,2017-03-16,0
YOuHQLaeh990rBZrraeAoBPJ88SYc6x5vKCyWSZDrAY=,40,30,149,149,1,2016-02-12,2016-03-11,0
Hm1y7+K4uSyBkOGePfyH4PdvP/gg8r0FZA+DXA3ulPA=,41,30,149,149,1,2015-07-02,2015-08-03,0
PkyjIeI3i6e/DtcQidRqTznpZzCjFvnBltJtA/hYfFM=,35,7,0,0,0,2015-06-07,2015-06-15,0
Mmo2NsiohG9cM56GGgIrMdoO5t50JndCeSSi9nCIUMM=,41,30,99,99,1,2016-10-21,2016-11-21,0
z90vcgmtyCGWmhIvW+bscFiX1am1pk8h0sfxEd0ttZ8=,36,30,180,180,1,2016-12-01,2017-01-01,0
X9W3d3Bl2oq52wCesliGq6qtst5vErzZhAQMd9qUE9k=,41,30,129,129,1,2016-04-09,2016-05-09,0
6CsCnzYrSM8/NULRWDMe950DpZX4nXLa+KqwT658Bxc=,41,30,99,99,1,2016-06-24,2016-07-24,0
ZcIL1HWtC6pVyxqPwrJ5bDMYnl0KTvtVROSsjzHnS2Q=,38,30,149,149,0,2015-10-29,2015-11-28,0
+ikgRAmrCW349x39kQ0nOqh9jvajPXJFZkI9Q6omEMs=,39,30,149,149,1,2015-12-02,2016-01-08,0
j7PA2wRvKtjnIZV7q3uU6Vz4Wj3SA6EQZxdklWEK7q0=,39,30,149,149,1,2015-05-31,2015-07-04,0
yJbNp5M+upSA9Vf4DdbGYSxs1hhjgeWzaZ0OQYNJmc4=,31,30,149,149,1,2016-01-31,2016-02-29,0
iawNwU/J0gjglUOw4TZSmr7C3UMae5VhAgVF5R1MJd0=,40,30,149,149,1,2015-10-01,2015-11-01,0
kJg0tgKQDowrvAENO344l0x0dzoC5Ar3EXxjut1hilE=,39,31,149,149,1,2015-03-31,2015-05-06,0
jx7hpwswUafr6ih6/RI9l217rQU0/KXsNWHyHMwE5pA=,41,30,149,0,1,2015-12-27,2016-01-26,0
wJCidd2qzPRToYhmak/ctEOVnCaPNwKJwYXQWxo8cLI=,40,30,149,149,1,2015-05-27,2015-06-26,0
3U8bmzLpHiMUdDOslSi7biFW5LAKtCo8pwI07WXF6JY=,41,30,149,0,1,2016-04-25,2016-04-25,1
/0o6CLUSAjzo1njeMuhdzOc0ITqW3uqWp9a9PEVPCtw=,41,30,149,149,1,2015-10-09,2015-11-09,0
6AlhcKC/DUdg3kUXc5AAxgQ1y0SAyrTEoE+2Db4sZO4=,41,0,0,149,1,2015-05-11,2015-06-12,0
mnJ/YWfCzUP1dAuTAUu/ZCHWmI5gRV769ZTBxP0evGU=,41,30,149,119,1,2015-01-24,2015-02-24,0
kRJHZ02cX8mG6i7Ul3jxz4NfmAv7yuD1R+5TSVe+aCI=,41,30,149,0,1,2015-08-05,2015-09-03,1
YUMQ7Z6Ls3aYtZrdtQZSSWsHS23e8ytv2LvB7184CGQ=,41,30,149,149,1,2016-05-07,2016-06-17,0
ryhVxFnFxvIQ5oDsvR8+LmueDgS7DSRuPCgM64sMPmY=,31,30,149,149,1,2016-05-31,2016-06-30,0
mnJ/YWfCzUP1dAuTAUu/ZCHWmI5gRV769ZTBxP0evGU=,41,30,149,149,1,2015-08-24,2015-09-24,0
MbGCP39UbOGjqzdWQ0aeBQp4yyKM1hqcbDuG1IQNC2s=,29,30,180,180,0,2016-12-12,2017-01-11,0
vYG9pWwJaY8DWeP5pUXpt+QA8dmOlNF5R2aQ+abJteQ=,41,30,99,99,1,2016-10-31,2016-11-30,0
F6ky+yBHXYKzY6CR1pIwZ0GTUM9kr863Bdqkt1LinSs=,41,30,149,149,1,2016-01-31,2016-03-01,0
CVrNgkh/sNNSr6R2/muBzZ4dinEO7bmfH4ELSmLwW2g=,41,30,149,149,1,2016-12-09,2017-01-10,0
hJgK0Q6R6HMGM6Niv/halveVqDw7qXnEoVI0NSNAO3k=,34,30,149,149,1,2017-01-31,2017-02-28,0
NLycmUkfTI7VWtcKEIbcs4Tt0/3Slz8HvggVl491sAY=,41,30,99,99,1,2015-12-05,2016-01-05,0
ik38Uc7IRXEzis0pfeYC4nGGd0F0YaaA6nNlL//z1Tg=,35,7,0,0,0,2016-11-04,2016-11-11,0
66KavU/JL71rH/ZTrjGMiMQkm5sTcPF8Sc4WSI/ts3k=,41,30,99,99,1,2017-02-26,2017-03-26,0
zzoADz+Wl+2t/T3Fv3lTaKUJPIzRGC+Kdxlr6gEeRts=,41,30,149,149,1,2015-03-03,2015-04-03,0
fH1Zz4lUeEsxX30G/V76NqBoHOS0vuGSFN9HjKWnCpU=,40,30,149,149,1,2016-09-21,2016-10-26,0
nbREgyrpfBLnUh0uXFDxorBkpQGy9ZBKNqmi8DK/jY0=,41,30,149,0,1,2016-01-14,2016-02-14,0
k/DacM4rtMcZtPp37ZhG6qQemkRyvtcLHqoUt/RHVvg=,41,30,149,149,1,2016-08-26,2016-09-27,0
ym3LQo+PGiqyBIkba+pJpw6SdYWGrw9ljr4COt3KMiQ=,41,30,149,149,1,2016-09-19,2016-10-19,0
E4XXIu6s6xjWa44x2TyUUwJNlFkDBVHX+3oI1rkBagU=,35,7,0,0,0,2016-11-02,2016-11-09,0
32wM0FiMkfrxcGsC8qw2C/yzaYWqfZFk/+IAX5mezy4=,41,30,99,99,1,2016-08-21,2016-09-21,0
NG9YCreq0GcJLMI34wRKedud9NrMQfprDUKJiqWQn80=,41,30,149,149,1,2015-08-27,2015-09-27,0
Hm1y7+K4uSyBkOGePfyH4PdvP/gg8r0FZA+DXA3ulPA=,41,30,149,149,1,2015-03-02,2015-04-03,0
TSPIs/t6nBE1xPx58BFfXOp26Lal47U/cGwOmq1w0cU=,38,30,149,149,0,2016-08-12,2016-09-11,0
Mh/HqI4kuKPhHsMGWs0Nl4nWHFdGL9oEx8QaLdX+zts=,41,30,99,99,1,2016-07-31,2016-08-31,0
KWKCZZmbjEdY2D3tC8CdsYmDir4GRuXGLLntOVwPYVc=,38,30,149,149,0,2017-01-07,2017-02-06,0
jM49kmso/zwYV75nCdNv27F27/XchwF71aFPywk9fw4=,39,30,149,149,1,2016-01-31,2016-03-03,0
+wYopjeNedCgXx/aolLw3GB0oytExn6soxdp0KjIg50=,41,30,99,99,1,2016-05-01,2016-06-01,0
BwPQZh+7MoSUTXi/6JHdRi1PZkgno9m65vwVygph6FU=,41,30,149,149,1,2015-11-24,2015-11-24,1
g51cC1MyWN0wL1UV4rgfQyCqgPC8xRuah88K9HVy8Uc=,41,30,99,99,1,2016-06-18,2016-07-18,0
rqBVUHw19CBTqaDoSTe9A/c+eJDuXXe9T6aZYJKvxns=,41,30,149,149,1,2015-10-20,2015-11-20,0
bQpnHYBtLtChzi7RadGCT5yyfh4AnYjACzviDj+ymeU=,40,30,149,149,1,2016-09-14,2016-10-16,0
mdL6Aza5d2wHqHk2lddSqLHEglkvWrGVMLJkCOWteSM=,35,7,0,0,0,2016-10-28,2016-11-04,0
gn16X+eZQAJeHB9DtMfnysLdBebZkHcOXURgdCZNmcA=,37,30,149,149,1,2015-09-09,2015-10-09,0
1Ec4a+hhpDq4XKc2wFzNHqRN4WzyDGWe+S/xx6M2cTo=,33,30,149,149,1,2016-01-31,2016-02-29,0
YLlt7zE4hdSBdWXYWiqrUgiKbML9t8gma6qfv8EHPPs=,33,0,0,149,1,2015-08-31,2015-09-30,0
q07mXskwoSmEFrDcXV2sOWOJSMZygaKDtP/aqdiVTRI=,41,30,99,99,1,2016-05-14,2016-06-14,0
TN4fVDvOxcB7n0bE2awpMFJLdKuDADw6oSXmszld3hY=,40,30,149,149,1,2016-02-25,2016-03-24,0
3GBRhMidCN7qx8rVheh3lEr6WpHOBVA7qN90bDUowns=,35,7,0,0,0,2016-11-04,2016-11-11,0
6CsCnzYrSM8/NULRWDMe950DpZX4nXLa+KqwT658Bxc=,41,30,99,99,1,2017-02-24,2017-03-24,0
VpM4pk2VHhQ2IYMV2iG7I7/43jpVcPgotVCDDbB1odk=,41,30,99,99,1,2016-12-17,2017-01-17,0
8xeHy3vAiMSykPc+d182Nf+h10VzTbn6i82e7xC0VZ0=,36,30,180,180,1,2017-01-26,2017-02-25,0
EvYvS4PsmtrcYvKfn0p82b1fGWKl1br0Fu457NtQYnc=,41,30,149,149,1,2015-12-01,2016-01-01,0
MFV7RIUq0Y+ydN55rVB0Ss6uXfxYAgDO2x477kVlyIU=,37,30,149,149,1,2015-09-03,2015-10-03,0
te3n5fdMmSxGgTQkEI5+LaMdn8iJGEJH0IN6QSRGNoc=,31,30,149,149,1,2017-01-31,2017-02-28,0
V/YvPy24edhi30di6n4MgtZ6xSBqqJRjZhJ5cKvjRQA=,39,30,149,149,1,2017-01-31,2017-03-06,0
W9jwkHKBD7wpFR3SrgG6NoA+Ir5qlFG2XVcWo4Zp1ug=,37,30,149,149,1,2015-11-24,2015-12-23,0
66Qf3IBG2IRtnVku5+8OpTc8EhhCz1grQmVUSwl2VhM=,41,30,149,149,1,2015-02-03,2015-08-03,0
f6DQQC3w75VuvRpzrSdkwABnJO2P5JzcWo9djO2TeRY=,41,30,149,149,1,2016-01-22,2016-02-22,0
NZTcUtsN+DvyB+c2er9ygbdaWImqjzPPkOfrJuO/sYM=,41,30,99,99,1,2016-08-26,2016-09-26,0
rtsuKCm0OrG520XjmRR/pvPp7I+bD3ptby3kwIdv+5I=,41,30,99,99,1,2017-01-03,2017-02-03,0
ygjGg39kEIyZLCqrvGtFbzDF8DKAKRHVL6HrAOivLvQ=,39,30,149,149,1,2016-11-30,2017-01-23,0
7ey0ThNW/vnMeL8/TG8umrjIUeJiEdt9qasjKhPA49Y=,41,30,149,149,1,2015-06-07,2015-07-07,0
HkVrYOD9+DKkuIOnB+ETwPEtvfsrFLfOCnskObeSyf0=,41,30,99,99,1,2016-10-25,2016-11-25,0
eRrYdUiGl59YXw0ra1iMRBl7qq7FCgfnF4O6GgSgQo4=,41,30,149,119,1,2015-07-06,2015-08-07,0
3mg72wkHCl7W9MmKUYq7LbfePAj2ZBtfp+R5GaRe4jQ=,38,30,149,149,0,2017-02-28,2017-03-31,0
Qu5ZHmc0na6JfbKP25KAImEsxEIvV2hYe7uYL2Hdrkk=,39,30,149,149,1,2016-11-30,2017-01-08,0
CJSndrKKmxGKJvfGm8zLBRH+6SnfVfR+5uLIkx87t6Q=,36,30,180,180,1,2016-09-26,2016-10-25,0
KbdGfkiqsq39LoUio7tE7BIgZKWntdd7YqJpDoo8pg0=,41,30,99,99,1,2016-08-13,2016-09-13,0
bjvtmTU+ywQTlLLlt2pIVAwYqPwtgf+sW7mZMfo8DpU=,41,30,149,149,1,2015-01-15,2015-02-15,0
u/D9fAcdQoingwNpIGs2g2w+Jz5YTyEmlCMnMtouib0=,41,30,99,99,1,2016-07-06,2016-08-06,0
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,40,30,149,149,1,2016-02-14,2016-03-13,0
+wVTTmIY0q1FzdIG4/0VwMaNLuPw03O3hPkpfrDz1sU=,41,30,149,149,1,2016-05-08,2016-06-08,0
DMbzka92mxuS9FX571ZcQ7+cn4nMZTU7CbOw0nQzBQI=,40,30,149,149,1,2015-08-23,2015-09-23,0
yymQWJK6ecaOyyDh+if2fGQbaoBXs7TCrmS/gpKGOEA=,30,30,149,149,1,2015-06-26,2015-07-26,0
djAc0yCN6NH5gvpBlfQDRF130sK01klXLCgim06u1Tw=,41,30,99,99,1,2016-08-10,2016-09-10,0
WB5zYjsyjziCggmiB/uwFC+c4vC0yUy+XkE4OSRYjKQ=,40,30,149,149,1,2015-10-13,2015-11-12,0
fT0cKDwKVgKk28UHkG1pcz/uXYJANs2k7uO/QG2u4ow=,41,30,149,149,1,2016-03-21,2016-04-21,0
z90vcgmtyCGWmhIvW+bscFiX1am1pk8h0sfxEd0ttZ8=,36,30,180,180,1,2016-08-30,2016-09-30,0
ivzYilRJEyK+9AwEmZIrYBXj2ZTBha4RsJomPMLgHcw=,41,30,99,99,1,2016-12-12,2017-01-12,0
B8mh4Gok9jg8zT87Qj+SkUMyLvzjejT6yWlsEKTqids=,41,30,149,149,1,2015-10-21,2015-11-22,0
9QjAXTcW9/sIQraMbewFY5TGOyxUifN5VisMSwmAxN8=,41,30,99,99,1,2016-05-01,2016-06-01,0
7P/NImFT290NQTJTmPOxNNdp8Z2RlLghia8vuoh62sw=,37,30,149,149,1,2016-06-22,2016-07-22,0
wfxgKw2u74+z3s/ZPNF9tUb4LTCHvhVYsFkkdpaRZVE=,41,30,119,119,1,2015-11-26,2015-12-28,0
1WuQzQPgs6AEzfOBnPFB46aQNSVQ6ADkGQI6OWDwRYo=,33,30,149,149,1,2015-12-31,2016-01-31,0
XlPppfygM7KLxCuuhVCoHSCZUD67y9fatdSg57USvdw=,40,30,149,149,1,2016-02-05,2016-03-04,0
jPwxuSMbchh8FIdV5/PHSzcCh/ZeKGTHOLnsEVWIVHg=,37,30,149,149,1,2016-04-16,2016-05-15,0
MtikhJN30kJZFPVKNLGSeZZSuCjOZ3KDRZni11j3lLg=,35,7,0,0,0,2015-06-03,2015-06-15,0
7Quv3Pq+zVTXG8tWBiVvgGoJ4x2QGMyEH83YIBT0kOE=,40,30,149,149,1,2016-01-19,2016-02-17,1
zDkPN3pyfCOKneGf5AXyjUdwZ4QCqwHNqOGsTzFWMjE=,41,30,99,99,1,2017-02-02,2017-03-02,0
jOkucYyEw9ykhGSxsWnlvLbb24fe820TOYB/oSA21HE=,40,30,149,149,1,2017-02-12,2017-03-11,0
WMO3vThOUYAnIADLJ8S7CZ2v3Fg6IhjnKWadnrGP0eg=,41,30,149,149,1,2017-01-14,2017-02-14,0
m+4k3DCXELOkevY8taR8o4WZldoRh6A+dRPyn6MB4RY=,40,30,149,149,1,2015-12-01,2015-12-31,0
af9Vh9zy1MIc8mrT0ZZ9X5DRmBBZnYpfcM2z9yJl1eM=,14,30,149,149,1,2015-12-31,2016-01-31,0
jMn2ZI+rf5zYIaHh0zoK/Z5Li+BD4jtLUg/cSj+eqBE=,38,30,149,149,0,2015-04-10,2015-05-10,0
loYEKtgmmIRDL5lFFlxfFKuCoRVgz++C1IIPhbqdJXM=,41,30,99,99,1,2016-06-05,2016-07-05,0
k/5bhskeyyyTfZ4Ktawu4U/+At4KMgICCkG5Co8LcGE=,26,1,0,0,0,2016-02-03,2016-03-01,0
CJSndrKKmxGKJvfGm8zLBRH+6SnfVfR+5uLIkx87t6Q=,37,30,149,149,1,2016-01-05,2016-01-20,1
iIdCfsZMeFza/IWfRnzxHJM0zD7uMNhPmthZ6C2YpNE=,35,7,0,0,0,2016-10-21,2016-10-28,0
WbS2wLuQzflMxs4Plko9JKPPsNSiPbk+9N67jYdjZnc=,39,30,149,149,1,2015-11-02,2015-12-20,0
ezNhbrBZ5TwtrYbKFk4jsyVytYNow0ku6jjKosASdm0=,38,30,149,149,0,2015-08-07,2015-09-06,0
3lppu6BqeR4/JKC3Qzz6sTHO0YSBs9gDmfnapGa1V/w=,40,31,149,149,1,2015-03-11,2015-04-11,0
LmCkw2/uC9lcXi4P/wxF2FtGTJRsTDBhh+BajKxYXwQ=,41,30,99,99,1,2016-07-30,2016-08-31,0
q/5mtkxL9O/la1nvZM9ew+JA9IxGL9q0GFyK/+5sbAg=,41,30,100,100,1,2017-02-26,2017-03-25,0
oCkPK1t06yWDe2yYkQd6vllG3NKp/+Tqs9PhH3Q7H5k=,41,30,129,129,1,2015-02-26,2015-03-25,0
P958OLW5MSg3K3XhyaUeLPUTszhHmOx1kTwYD8tpWgk=,35,7,0,0,0,2015-06-03,2015-06-15,0
q7UAB9No2XrQHNpFkeVcjnFsVWHooQhY3czDwlEfr4Y=,18,30,149,149,1,2017-01-10,2017-02-10,0
AhJSN9yLzvTmFeOZU/R2jXlebmlDSzXby7YwrmhFNq0=,38,30,149,149,0,2015-11-07,2015-12-07,0
sPHP4nqLjYZXFOvtHSsy344/Qy+AeLotSFfCLbLqCbw=,40,30,149,149,1,2015-12-28,2016-01-31,0
nwlTp8aUeXYNlzdEhBKNoii6BTLFTtI+Q10igaGfuqk=,41,30,149,149,1,2015-06-15,2016-07-29,0
K50FACXajko0MIM7iTl9V62SrbCCzxDHaued/yS51xA=,37,30,149,149,1,2015-07-15,2015-09-08,0
k/lyaFqthvUVpDvWI0MP4LfWTx+6xvM8YtnQyN/38GM=,33,30,149,149,1,2016-02-29,2016-03-31,0
1TkHJwohxdaNCIUAo2PZ6wXC43xXC2UXQbT/c52ffbU=,39,0,0,149,1,2015-04-30,2015-06-04,0
G8Ui3faSuGkwlreO/+SluY17wm92vhzcyKNBh+uaQn8=,41,30,99,99,1,2016-11-24,2016-12-24,0
/mGzTToSRNUlR911QZvRSnSOLjcArP8+SWklkOlj4+8=,41,30,99,99,1,2016-06-13,2016-07-12,0
kPmlnZtem8y6uQM3VV4XLGiPgwgeE0tSJPwP5eZArWo=,39,30,149,149,1,2015-11-02,2015-12-02,0
nSqupSvqIoj3D7zmUIDiSAqf9qqMV66NErsIZ4PV2LM=,38,10,0,0,0,2016-02-08,2016-02-21,0
R+JnxqP8UmVTcEOjuPd1VM2MHz2r2Yqy7mNfD8YJ76s=,40,30,149,149,1,2015-09-13,2015-10-12,0
nBa4JxlW3k/H80nMW4YZ7wLq/0btQrdPzFZd8RpC6Lc=,40,30,149,149,1,2016-12-21,2017-01-20,0
1/UazhqNDpPVPNMLo2Xv0wiTwDJ3BycD5eFJ3eU/QE8=,41,30,149,149,1,2015-03-04,2015-04-04,0
PYME8t8rg45GxcjEr2uFhYrXi3ZbQ0nPLJBi5m20dB8=,41,30,99,99,1,2017-02-05,2017-03-05,0
7P/NImFT290NQTJTmPOxNNdp8Z2RlLghia8vuoh62sw=,37,30,149,149,1,2015-11-22,2015-12-22,0
wZEUbyFzZwdKCnWnSHv5Q+2aHB5X2JBassuQUFy3KwY=,40,31,149,0,1,2015-01-20,2015-02-19,0
2oyrYh0pkHRGmPKWwvSfxhf2KPTqy0L02A0EAfw2KwQ=,39,30,149,149,1,2015-07-31,2015-09-26,0
Vee/iAqjJn6DvJUdSKgYF5A57djuBjWkgnAaO/rW3u8=,36,30,150,150,0,2016-01-05,2016-02-04,0
pACODrjsGY8dfi8buxU+JS5jBJX4R9P17omoPvYbRms=,41,30,149,0,1,2016-11-01,2016-11-01,1
g5CtXfa7X9oMiI/jUWszdykP9/PZregXHAdp38d2Ydw=,41,30,99,99,1,2016-07-23,2016-08-23,0
Hxog2nqfDAg2sB5dPLrZLViZmg9RdS4Z1Zx0iryfCt0=,41,30,149,149,1,2016-03-21,2016-04-22,0
Q3KpsrZLEW3DaCIzHbxSqHih++JBaPmbbDBRl0aDNyc=,41,30,149,0,1,2016-02-23,2016-02-23,1
WB9f5SOBiOYfjPnNQsdD0322uSoT5imoGzCZ4xW5yAc=,41,30,99,99,1,2016-02-12,2016-03-12,0
ptJmlQL89JzrcGKvOn7n5qLOzr/H6Cvt95dd+0HPby4=,37,30,149,149,1,2015-07-15,2015-08-14,0
6vYjigbWSXwP97j/DRHCx30qsRTMjHnykV2L8u54v/o=,41,30,149,119,1,2015-07-04,2015-08-04,0
kg+zcA/zqccnD9WB9TMJ3qobZehJrpTyLtxYDbkYg6c=,35,7,0,0,0,2016-10-23,2016-10-30,0
m77fx6nY7+jy8j2w6Gh7VTL1QOWi3WakI+iYJqkNeNc=,40,31,149,149,1,2015-03-05,2015-04-05,0
PYRAYtATTaeHHuYKYQUtXzEZtVihY1Cm45v3OSNr3r0=,38,30,149,149,0,2016-10-01,2016-10-31,0
hxGjWcQiiFsATWJ2/B9iV7hLPGDhdBn0TzXH+r9y/20=,34,0,0,149,1,2015-09-30,2015-10-31,0
hGDPOFBR6BMP8+EDn2xawgLmlW3IGBzMdVlnxZR/qnc=,34,30,149,149,1,2016-04-30,2016-05-31,0
qfhk9PCC2frotgruPFAZYv48tqA2yxwuLmF81P9OTis=,36,30,180,180,0,2016-08-31,2016-09-30,0
rZeSMoHdXJ6rPyPDEBg4skp2J1j7pOE39L6rsCV6VaA=,33,30,149,149,1,2016-09-30,2016-10-31,0
wgBL6HZ3vNukkQ6mF4/7U5NgNw2iQEbO6M7fd2k/GCI=,37,30,149,149,1,2016-11-22,2016-12-21,0
swQR9y3s/tQJR5rqY5p2kvS0uFQulMaWWYTU8TFKujk=,40,30,149,149,1,2017-01-09,2017-02-08,0
1EYPbgMirqc4emz6b9DSqjQjupDTtjEpfHHkubSIPoU=,38,30,149,149,0,2016-02-27,2016-03-28,0
QKHPN5sKrRX6BlNt+71jZ91V5eOjnF7FjxZiyhNNoMY=,41,30,99,99,1,2016-10-22,2016-11-22,0
PE7b81mUmshR4LpNLd2RcwDW5tEwggH1Mkmi/wYRoVs=,41,30,99,99,1,2016-03-07,2016-04-07,0
NoG2xGdXUOSvcX88IpEO9oFMVJTB98parVbBnqeS/Wc=,33,0,0,149,1,2015-07-31,2015-08-31,0
YFvt9UejE5YYgD8ogqTigVXcg6p6XdnYE7udySY1wXQ=,40,30,149,149,1,2016-07-13,2016-08-15,0
cjQ9eaKLF8odg9DwUY8uddH1Etke6+3BEEXTv++HTcw=,41,30,149,149,1,2016-03-22,2016-04-22,0
a9IPFdU5zHE4zyVrzSeGye7t4YPp2OPbNjQqu8Eew4Y=,41,30,99,99,1,2016-07-16,2016-08-16,0
ivzYilRJEyK+9AwEmZIrYBXj2ZTBha4RsJomPMLgHcw=,41,30,99,99,1,2017-01-12,2017-02-12,0
wZEUbyFzZwdKCnWnSHv5Q+2aHB5X2JBassuQUFy3KwY=,40,30,149,149,1,2015-06-20,2015-07-19,0
VOVYV2KS1VBhmLK4p4uTyWVFoRtBSV5RxGTub+Fw4lw=,41,30,99,99,1,2017-01-21,2017-02-21,0
gRNtB5yMNWCf5Sc4NJJqbWkKYF8Ia6YODXbcR+Iex+4=,41,30,99,99,1,2016-06-25,2016-07-25,0
RRMKqkjC4FAisBuvtpdnALDQwPPpmRfB3NnuiyG9XrM=,41,30,99,99,1,2016-07-04,2016-08-04,0
FO/whAfWurICP9WlqBdQwnGNR4FzWYuTYVxVw8AEgzQ=,41,30,99,99,1,2016-03-14,2016-04-14,0
dPMOTRLJ5NPLW+Eb59N0rg7YmkbsXYAt2IzD15+YmLw=,39,30,149,149,1,2016-09-30,2016-11-25,0
bywZY48Hv3gmgYLQCRVCMtafzdJnf1PM+5ZtLOXLB5k=,39,30,149,149,1,2015-11-13,2015-12-12,0
tL53Qa4H+wilQ92t9lXjnRGkEcpRA6VhuVlHeTx1sDM=,41,30,149,149,1,2015-10-10,2015-11-10,0
Lrais3nsgqYwpfpSoyK3fHuPutf6cloTI5T5dQfs4lA=,38,30,149,149,0,2016-09-04,2016-10-04,0
l4wgtrq7AjJ2MjX3dZSwywgQmlIHJOFE/WdCcDcg2u8=,41,30,149,149,1,2016-04-16,2016-05-16,0
nKQEQhKOD16FlpeojDtVMZPKSPm3ebdhexqau0HLiow=,41,30,149,149,1,2016-12-14,2017-01-14,0
bZEUzbeTX+6fCCIjg4EXMcb7wSak2SixL8pj07BMNkM=,41,30,99,99,1,2016-08-27,2016-09-27,0
8kF9T/SvhpHd0enJPiSYSA/iEnNWOmwMozEEib4lL20=,38,30,149,149,0,2015-04-13,2015-05-13,0
KAkwIj9YdYGrNT4MlbEdXt/p74EV7675dri80Q85BNM=,41,30,149,149,1,2016-07-22,2016-08-22,0
d7ExctDu5QfGk87Lo8lVlAzVS6HLG8n7spErgfMf6IE=,41,0,0,149,1,2015-05-06,2015-06-07,0
wWn0KadBam7bb8fRkFkrsYtD6VsOEBH0QcBPte9DdUk=,41,30,99,99,1,2016-08-21,2016-09-21,0
Y/S0I2Dpn0upj9ibSC8lwCedb9kiUIHvEsLelnt+Duc=,41,30,99,99,1,2016-09-14,2016-10-14,0
bjvtmTU+ywQTlLLlt2pIVAwYqPwtgf+sW7mZMfo8DpU=,41,30,149,149,1,2015-11-15,2015-12-15,0
1/UazhqNDpPVPNMLo2Xv0wiTwDJ3BycD5eFJ3eU/QE8=,41,30,149,149,1,2017-02-04,2017-03-04,0
ZoJcDkjVrHC0+7KUeco+51RBhRPiWAfmAHP3y+Id9KI=,41,30,149,149,1,2015-11-27,2015-12-27,0
+kbXNszLheADYStfNoRwa9q9sZykS5Tfk044GMwOw1o=,40,30,149,149,1,2015-09-16,2015-10-09,1
Qy7eA8x4LsYqen8o8IeEbH+8FX8SAnMrG2INfVKhkAA=,41,30,129,129,1,2016-06-04,2016-07-04,0
3clMYN4Be1HqjREfRPZIXJLtyzbdzRTVYOXsfXNuh3E=,41,30,149,149,1,2017-01-11,2017-02-13,0
385G01XemuxYA4N7tYPrFJe+Cae8kxpBr4V9lWVykSw=,41,30,149,149,1,2016-07-18,2016-07-18,1
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,39,30,149,149,1,2016-11-30,2016-12-31,0
L9iq2qqf4JTJrd39zcOKC5Rdlf91uMbZAZCufwMKoiY=,41,30,99,99,1,2016-05-12,2016-06-12,0
ZPOjgxQw1/J7v5xgBJTCLXWuwq5Xmk33nO6AoUO1+mY=,41,30,149,149,1,2015-08-02,2016-05-02,0
V/YvPy24edhi30di6n4MgtZ6xSBqqJRjZhJ5cKvjRQA=,39,30,149,149,1,2015-09-30,2015-11-06,0
yP2IM++k1ReJhMJ+Bxx1jcIL2HU1gGnH02FyJ25N6J8=,41,30,99,99,1,2016-02-22,2016-03-22,0
