msno,city,bd,gender,registered_via,registration_init_time
w9jnQNJqJjSbffOgJ2RGiycTvTKFOtOgyxN/uq7FUhg=,1,0,,7,2016-07-23
M4KTCSa0ilsqdGxUWKXe9IwnLo0+xsBXFdkaKslssM4=,1,23,female,3,2015-04-25
kcqpN2aFf5BfsOqdjl+P6hhY2lYHwnWrtF0XEX/l+HE=,9,20,male,9,2011-12-14
Kvbqv832krf+6T2e/heJMD6j2JR6SVWL/jNnvu/De0k=,1,0,,3,2014-07-10
WNNlGd7lyOO/G6C4cMUHmNGNN2kkuwsaYm06LfH3wqI=,1,0,,4,2015-10-21
ENIcl1kofqpZutaWSasO52gFqTgvhxo5DD03aJSrxRM=,1,0,,4,2017-02-21
A7QjPU8LOhwFjdKHmUhXaS3ebBslmgDPEYivt3FBsJ0=,1,0,,3,2012-06-24
bFQmX9KrlKNoXycAIg5Ahj6CboccUEWpqqfiY3wSrhA=,1,0,,9,2015-01-04
BvmNMrNw/X4PB8ueWGZ0JswZoUAGGpMZET03F+rkmTI=,4,34,male,9,2004-05-18
0P5TBre1Rixfcmw3Hc+E5n8fkcXSk+tkD9swDxPq1FI=,1,0,,3,2013-01-27
x1zmRBFVBQztL6W8cvXFVOMfqBPcjTydo/n6O6wc5HA=,1,0,,7,2013-02-06
01LdIHpxHLMq8kE05sC03OmCzGiJiS4mWPIAokgiIuY=,1,0,,4,2015-12-14
cintemLysL5DpObyNkTwuagK2MmMoLo4sv9ICy0MvNA=,1,0,,7,2014-05-06
QGnRa+mFbIJFm6l78CvjyYo8hHEDJ5hl9yKtb7fAg7Q=,15,42,male,4,2016-11-06
OohqNPTV/duaCS6Fh5ulWUprdYVzCC2FZ2ptiLABvak=,1,0,,3,2014-06-04
27djCLA/yC+YgMzv4bTAbsDkxYgWzgc91ztVUfVcxbY=,1,0,,7,2013-11-15
L2c7GbzDc4my2dp6T6PLX46t+g7n4Cn1r7N8STgLfLE=,1,0,,4,2015-11-21
trFCa6lg9MRWQDDMTTY+BwRRpGa5MFrhDn8dq0uZyKw=,1,0,,9,2015-04-11
kON1L4b8sGJvhfRMKCCeCuOvYg/y3W5nWfYgmfuzx+M=,1,0,,4,2016-11-05
wspuznbOGpL6Xo4JsGbgV/6Jc7HKIsTSAxrPP17L/8k=,6,0,male,3,2015-02-03
6iXnNO2KcLFn4VrEgXte+VeUovxBPRRYeNVZ7JgD4Vo=,18,25,female,3,2015-02-20
VmPVwHR1NxbMM09i6AAC0l4HNTGOALeTwvIoCLD/EDI=,13,20,male,4,2016-10-02
mhAL/Rsnhq0QJcCNpJWRHI0oXNLdvzx/8+R2jJ2FMfc=,5,36,male,9,2014-05-14
SBB60s6myTwYYui7HD5hmWwoUMZExlKHWaB1PDKyUMw=,1,0,,4,2016-07-09
NozpSbfy1KIzJ1JBjlgevvb5lAIaJjJcfYqO01pC+r0=,8,20,female,3,2014-12-15
ZxH91h+QVApuf9bcDYZRIOmQR8oNePa5Fj+GwrboiUE=,22,20,female,9,2014-12-22
WI56Pky8MNSitJ2TkqHaVaAy8pnQMZekaPhAW2TxU8Y=,1,16,,9,2016-05-23
1V85TSuRq0pLNpE2yiC4iiA2Ny9NCTuhtJA6zgCorwY=,1,0,,4,2016-10-18
fFsUPHu+I9uKN+k3ID+0f2lHRsxYBflohcaJ7+EnQoc=,1,0,,4,2016-10-21
MnV9yXMcWjf9YRKtcisGHwr00p9OqFGBkNlPty/kr1w=,15,22,male,4,2016-03-24
FnJ/4ZUknvXX3DDs/ri52JNGB8mBLIbibU+aQo4l7w0=,1,0,,4,2017-01-05
ZATjbHUrYbWox2HN41Qb6GNeM3WYkhjvOsV80zPxT4Y=,1,0,,4,2017-01-14
qkhYh/lnbdXjZFMr2d5Rvl1RyuiJcjHDGxcNUaR06ho=,1,0,,4,2016-02-16
uwO2ji9DSRzTYAVxW5gcehe3gHppcYwmsWHIqPJz2jY=,5,0,female,7,2011-02-05
D7XkpiPIzILtcvmNxvElm/19EPweZY0BpQsCWrq+M2k=,4,30,male,9,2014-03-12
u5vJESuKbhq1epRBYWDwlK//nWhcBduzRne3qYip7JM=,5,28,,9,2014-03-12
mEfhr43ewxVG/eHhxg7QB8E6GGzFh52+XxMcUQyWdd4=,1,0,,7,2014-03-15
ego2wOQXjhcRKxvynEYhCU1NMNRruuEZockDXZDIsXM=,4,17,female,3,2014-10-23
Qu5ZHmc0na6JfbKP25KAImEsxEIvV2hYe7uYL2Hdrkk=,13,29,male,9,2007-09-15
jhUmf7fPMpkA7/8YTeN/vcq40UTlaOdE2beyYd/bkpc=,1,0,,3,2014-06-03
lEYTpq0obzuifveQZKoiVGtSXWTy8oy1nDvopTjjxIk=,22,27,male,9,2008-04-14
riSPCaXJibVNFo7/o+88miADItiVwQLsQfnpNIvVzsE=,1,0,,7,2016-08-19
R5tyqtZ/D8eNurGlgRGmBhW080LRbuqzIbwv1n0X8RI=,1,22,female,3,2016-04-28
WDlhgZYDaWFiJqmSwDc8lYjHqxZMJ9HVZpUAA1B34rU=,1,44,female,3,2017-04-29
4jWhiE/YcJo79i1WUKyjFHOwlH8PwdvVlWpv0zn0u8I=,1,0,,7,2014-08-09
SlGkv3Yehk9y70hwL0PwPqiSgCGkkC1dehPAfLAE/p4=,1,0,,4,2016-01-03
F8faHSOUCb/zdegdE5M6wxVpZMTKjKy+Rtz3cnX/vis=,1,0,male,3,2014-11-15
OCmnRMkD9IZHwslj/D145fZ2V8Pa5J9U4+f8kp9CuTo=,15,21,male,3,2014-11-24
yJ0dpfmeKYHz4whTBL3YwRqX/56GtYBdrmxjY3WT9dw=,1,0,,9,2014-12-03
UGD/JW6qd7W6q6+M39UPye19iaZtIOg0sf5AeJYNRhs=,1,0,,3,2013-08-09
fmDJrV5GSD+olR352FpQjyJEjAUXTknjfxsdY5kAIG4=,5,42,female,9,2008-11-23
1Dp3lPBsfvqeRhPQpC9/daAOhFyv0O/wEydbM07gKic=,1,0,,4,2016-01-21
OkEFr52H8eG8zM0nqrebvZQ3r1Ht7SIVsS+MIaUhDfo=,1,0,,3,2014-04-29
+pZBc8qkIi/FWG4N2H7HWQ/RRKF4ujr7qO4toKDCS5o=,1,0,,3,2014-05-28
3M2vM5+1aAC4XKeMwSd8OwZOXwrs3yUh3vVr4UmB4rQ=,1,0,,9,2014-06-29
VCUK267FqtLrOUs2t3qVOXJkUkdmk1goVGlobwshdcY=,1,0,,7,2010-11-09
UtQ6o6M64RaY6XwdX/5xueZUQDYfhh3wnTv7n/DsmgE=,1,0,,7,2014-05-02
hCNvEWgv79SjakOdFuQ6YyUFqLnR/WqkI/lZvV9/OpE=,1,0,,4,2015-11-19
Gn9mZxwEx2UpYLIXmKOQIOFfGQMchQRh/mfPrq4jLOU=,1,0,,4,2016-08-03
yEQX46uuD8RRIRBcTkZdbr+4vX3fhZg2EodY8N2PEDg=,1,0,,4,2016-08-13
E0n+OMBo5XvPiN2R3hHIvB0vN4BrILqgd7A+Yj5QTS8=,1,0,,4,2016-09-28
kK130U2Mzt+2uIWYz0+OsRmVcqdIKUHAW3V1bFLTEJc=,22,26,female,9,2006-09-21
+8BSu/tg0Y7DIY+q1S1mgHnFSQkRvb+/QVdwE7KMFU0=,6,60,male,3,2012-08-17
8K7X2N0wjHjgZR+v3Tg+otRVKR9aeM7WWx1dcTP9ELI=,1,0,,3,2014-06-24
2aNbBC2PUmRS+IGCglkRVCk/ktjyRTwKgbAci4nF/es=,10,22,male,9,2014-06-25
vy9ufWr3cCJzn+5QmEsUrRizTQQix+k7yvxBtH+gaqM=,1,0,,9,2015-01-16
y8Zfewuc1/8UTAaZbnpDbMu7Ji73g1DufaSnaBgWHNY=,12,29,female,9,2014-10-03
hEASjPcYLjRA3M4UMKzPByAvDUe/7cG+01EvvE1/qv0=,1,0,,9,2015-01-13
8H9zkg+XRW5h44wjDKLYcehC6EgBDmKyq60j2n+6Rhc=,4,29,male,9,2005-07-22
eLp5NMPasbZK4ZVfzYeKRxEp/kXh6CtjCHJvllvHFy8=,1,0,,4,2017-03-14
STl7wDAnU8bQX1cQ7D/j7nKIJ/ouh3MLH99WO+czftc=,1,0,,7,2017-03-20
Ep8F5T5N2HwmC6Pe47nOH65/IPtxOfBL971gOqOCF14=,15,0,,9,2010-07-12
HxQLBALazaYbyiY2u8PY7zpOoSNQpIGoUDz2XCBvjE8=,1,0,,3,2014-07-04
pzgfVI5n0g3Y+1n6PJ6ObM7UK+0Kn/uD8Hlq6HRZHx8=,8,0,,7,2014-06-09
LQoJxzWiGh2ocYuMz26zSdeU1E0z/XFn41x+Kx8fPcQ=,6,23,male,9,2009-07-05
p3DJvgNu17qxia2HorS+hW+zr9AjHk1o/B8SDtN8Vvw=,1,0,,4,2016-01-12
i0cYCgbjBgWlfiIkcxsPtp/J0LMzw4TpJ83lSC9OfeA=,1,0,,3,2014-05-11
FY8OHcBNcxRMCYuqXPyI00ozk6beql9qgmmUolbteOs=,1,0,,4,2017-03-04
sdqciaeZKHayKpGwBwDuAegUoVNKMXeGp4VEGcynF98=,4,22,female,3,2014-10-17
PqCyrf8M6v2M509HzzlJCgc0as2hQIJ78H567MIjmpk=,1,0,,4,2016-08-09
l9MsL8+7oh6NnjvqCvB9hty+O3ThYRq5cXjWx/SoUMo=,1,0,,7,2014-05-23
S32r2oJ4FsU/FqGSNZ50HCIdwMZE7XY9QavcHgel7xY=,1,0,,4,2016-12-04
BFOWzyWM94SClJPspmU+u1JGQu+okaxNQUlPfFuGh+M=,1,0,,4,2016-12-11
TOjrHF7xOK/NqeZFshdBXcq++vxYYYBJsRWXvXCalQ0=,1,0,,4,2016-12-20
5C5ByGYi7SGZx+X2gdrejEy6dUPJF2HAntUIcQGbqlA=,1,0,,4,2016-12-27
ZEb1fJXOYM+JkWoKajnDWPOvjZXS1J0d9p9cRNXWwY4=,1,0,,4,2017-01-06
zwNHlL1QyrOG0RlbdP3lCsd1PF2Um586S3fwNOq3UfM=,6,0,female,9,2005-10-13
6jM3HRVBynPasK9bkC8qekXR1W3vZamxjVGmNr/nghU=,21,35,male,9,2008-04-26
RQyuqXX+B532nDH/TtnbvLMxh2gqWpjYPNbJjhwvuv4=,1,0,,4,2016-12-21
k56DGM2h2jlcOcdCGjShyy9MuiHI0yE1pmzn4sHbRUI=,1,0,,4,2016-09-24
0iKGIhb1bVzBe7oqOtc6W9gbbwWCW75s0z4r/yNtbUE=,1,28,,4,2016-10-02
D8ijICgz2ChZktC3OjcqO4g2ERHJkETu2cVawy47cDA=,22,31,female,3,2014-07-14
suZtNkpE/fH5Qk4NaVwBxOg7tZz7ZqymcCqYSHLQp6A=,22,30,female,9,2011-06-02
OzrcKdkX30qHTPDBwAokWOoa/PhNBm1y41mISpt8GTA=,1,20,male,3,2014-08-20
0v4OfrVVpZi3yKnzJ418wCSC+y1h8rjqzMSeZMEDqfg=,1,0,,7,2013-06-05
zBFUhKSAIJ3KW9h8cjBHojRKXL+d8SRL2P4i8Gronuk=,22,37,male,9,2014-06-12
LazHkr7Rg+ZnXRqjf9lECHo4Q3E6NG+FBYx0OYzMwPc=,1,0,,3,2014-06-16
pSfpr9VI7Fj0OewqbG5QpLqiWpQhrayw1crdCAmCGSE=,22,24,male,3,2014-11-13
gN12NFW7Nf1pwMdh2Ol80WAejjAv9aeqknd16x664DU=,9,38,female,9,2009-09-28
+bhMq2aSYD7NUEMx2WDOgpTHJTFBQ91EpHFHGqEFh+w=,6,19,male,3,2015-04-18
o5+zJNM8KhEYlvHUhgIYPs3v+g0YHc+NWbxlHME/2Wg=,1,0,,4,2015-11-01
HoE/IqOv3dDyL8KSRjskC5z1KatY20aIAZdLvPb0G+4=,9,27,male,9,2011-12-15
cLpS6LEeZsZrahS4r/C5jsL/1hSDHWWu7Ep8unWwjAI=,1,0,,4,2015-12-10
n286gYFodI2dpN6XKkrbeXl8iM9yGivgKAndnB0AUpM=,5,42,female,9,2014-05-27
eq9VW/afLYTkl9KVILjgVWcHKEDCPOrh7L84X9Xnhhg=,1,0,,4,2015-12-23
l/9YoYQ5QxCew7JrpSQO5xZOqCDYNc1MWGwrqpFMcSg=,21,36,male,9,2007-06-16
oAZmDAeZM3EQgnLmk8XvLEQb2orknllnV6aQ2UwI47I=,13,43,male,9,2008-02-13
DQnlyNSstWJCMOAjhINCFTErPKu/e5zrm58kdebKObU=,1,0,,4,2015-11-26
Ja4Ps/ZJ/pV9kyX1/qbG5Dmw0iWtuQafG+28MOVdWNU=,1,0,,9,2014-05-30
RgBbpzoQHA1xYaj2xSgmEalpT5agRhl7ogJkTPyZTkE=,1,0,,9,2014-06-07
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,1,0,,7,2016-01-09
VL1Ts61W/4AqzNSJjdmfalnDFH9mjuuH2Ox7Td2gzTc=,1,0,,4,2016-01-14
obSuU6LWAl853l1iCmWmAa+kQwv170BGYKKVd0tQtTQ=,1,0,,7,2013-10-05
K4c8+YGqUbx16qF1vParDiBG4JSaIuPtmnfHcNFW0l0=,4,36,male,9,2007-06-22
jFBsb8KtreE4ph/z582WWUJCCt0zLXT0F+DlClfX0FM=,1,0,,7,2016-07-23
E1gCPEFN4mojTqIn/MMHpZjuZ+/96oGWXiVjiXL3UCI=,1,0,,4,2015-11-22
8O8HuhjiyfGN6BMqtRQW1dNz0CTGOwpki7f+o30U5qw=,1,0,,4,2015-11-22
yZjSrgj8nATyt1Y6ns8ziUaTnxvOmhFEJC3aBaIAOuM=,15,0,female,9,2004-07-18
wMd8XxROQo4mPJF9LQJ6y6SZtdyJwAw0D09Zj8JumYg=,4,33,female,7,2011-02-01
Hxog2nqfDAg2sB5dPLrZLViZmg9RdS4Z1Zx0iryfCt0=,1,0,,7,2011-03-24
kgBtpQj1RQUFk/rdEQHAqZwztwSk4LssLUdU0lDi+8k=,1,0,,7,2014-06-27
gEcHF88/ywzHjtgxuNTrrvM9Tlr3qPPFvYXnGRXseRc=,1,0,,9,2015-08-18
loRcUG/V7hhptbTpo6EcBZ5WeEloDA4FKE9Rk0PlohA=,6,0,female,3,2014-12-21
3jY7uFXJvvovdjaJHlEXv0cMpgLAjE2yWYMEAK+KxcU=,13,28,male,3,2013-08-24
fxni6Ih1KCdOgHuoCxXIHiivvfRIDUedwl6amqgyi0s=,1,0,,4,2017-02-22
d+4rpyeCBGH6hkFHz2eSoPdI3Y44eXzSeEQydBk6FfE=,1,0,,4,2017-03-06
jNEV7IjNodslZd91/OxGsdAvTh8MnP60zt5XK1v9ve8=,1,19,male,3,2017-04-09
XfgOO0sFpnGCyQX48YMXHTD4gYzKOi/rWYdjmCifX50=,8,25,female,7,2013-10-04
oWTqvEo3gVFeFvSk5beO9JB7RfeAW0T0HaMAkwPUpYI=,1,0,female,3,2014-09-26
l/CjJ3q8nlJf3qFwT+Lzro3qktAUJXCDyb7IwmyZXuw=,1,0,,9,2015-08-15
SofhCqym4wYvFncqzOpnrHig9UhxbzLYcjbbO0qUhwE=,15,0,female,3,2013-11-01
4RpmenZzFsNNozTuZWbGEqTPrJEr0OLH5FliiwdZ3rY=,12,23,male,3,2016-08-31
SVBSsKegQjEKi8KHqnqerwqNv17ZFy4nlkoo7Kjl+mA=,1,0,,4,2016-09-03
XfmqljsKsX14yk1Y0TYvUvDaGlhMZEAwY7jzd0KkwtA=,6,39,male,3,2016-11-21
NWPSucrpPCTNxRSLREiyIfyzFiZozwiTDAQp0Um3SKc=,1,0,,3,2014-07-02
kg+zcA/zqccnD9WB9TMJ3qobZehJrpTyLtxYDbkYg6c=,15,0,male,3,2016-07-09
9XSQ4cGsT275JHSXju91tsKyNV9K1C2yL6QMfwMa350=,1,0,,7,2016-07-11
ckY3MqKJo6pLjlwTwcSkpYWFYwUJOyjNs9tLDn4Guz0=,1,0,,7,2010-04-10
b3/hEeghSHXDmWnIL9bMpYqXEZEvbTZJFThGqWV0rw0=,1,0,,4,2016-07-30
XNDPpC2lyX3BcEfCemasBETByshW7Aab6N+yWo39o8c=,13,26,male,9,2011-07-31
twrq7rCvLBqa0NNy23yTFvzRY+dtxGrNSzHx9wEuWDA=,1,0,,4,2017-01-02
LuNci+mm9+ZDkqVBGzM+G1X+/9O5UWJ28mrs/svYcrQ=,1,0,,4,2017-01-20
Nr5hLZXtMvZkI01MIXHusz98k9d//xUUkfdlC5WQNRs=,1,0,,4,2015-11-21
5zpwSSHQ3UhOF9wWhBS8wHYmzfNbwBpFkck95LZ0Amo=,1,0,,4,2015-11-24
/bjNA+Iomkqb+MA3e1qd4NUUbxI50s48coBrIJR6Ctg=,1,0,,7,2010-11-04
mUk/Q42l26pJ8otnOsEdpIQ1tTEH+ptw/bifLfW8ch0=,1,0,,9,2014-04-22
rAropxQcndkXEHHtVMMiu027tnPA1qZTPBuqvm7wtVA=,1,0,,4,2015-10-08
H3OLD0mIbnZtrEvYD7sbVu2dok5I3l3R24jfww5nNNU=,13,24,female,3,2015-02-13
swQR9y3s/tQJR5rqY5p2kvS0uFQulMaWWYTU8TFKujk=,13,26,female,9,2010-05-10
gXwIx8h1zV6oScm1WtbBXQjvXs1z7PJPRqJbfR2IeOw=,13,22,male,9,2010-05-20
/6XLXOEorbtPHkNBv/yduluuw0ks27a2FeHor7hqI5o=,1,0,,3,2014-07-20
wU05493NpvzSVRy5CyIRJKaAsz+ZEB8bJ4Q1prDXVto=,1,0,,4,2016-07-12
ExZ7eyUoXO50J1tYHc+b6CQx+A8NFHsvk1pjl9ecWps=,9,18,female,4,2015-12-12
9rTkSLZtoZ6aprvr6w5kgPHK2CZ0NSZIPJm3Pv+ssJg=,4,28,female,3,2014-10-28
2avFIgOmsGNb3t45g1qDXhEni27YNg/HQ4rc7NO6RuU=,1,0,,4,2016-01-22
goq+tIVZqEZIyFGo3x/u2LEG2NsMc06xluMLAVfFssY=,15,56,male,3,2012-06-23
crg+60p51U/f1YFUQfHEp027kUIvVHxs55OdbCltNiQ=,1,0,,4,2016-03-31
657oAB+M6a1UrfE8x4K5FWqngptVBFNarXJScV4Xx3U=,1,55,female,9,2007-09-05
W1J92SIUYbtRvVgn7UYfKkom2iCrmwkbaDt18furex4=,1,0,,4,2016-06-04
DrX7tD+mL8x8tMZgLGwpyYgTxk8ldGihhee4j7mQWD8=,14,31,female,9,2016-06-22
tsgd1atgwccD5LBDSkZFnCoug/wDMaCzTTWmXtaixQg=,1,0,,9,2014-11-12
lTIbLukESq57DSMqX51IkbJIaEuyBbKnNXhti3enmxs=,5,0,,9,2015-11-26
qxCu9rUrwpsNiSk9uRNOGPGsfyxvlzPwybsvcJ5i1TU=,1,0,,4,2015-11-28
UtoPNNU11IvleKiXbNzmFTetbPwRwUhon0ylzLhBzc4=,1,0,,4,2015-12-03
Pryhd8fH+S9JLxfk2mn1y/8DSRCO0P8Pc8Musye91+8=,1,0,,7,2014-01-22
YYI5vA9RFNr64LifYoqu5fYHF6mZZrYz8nm3YG9qzQM=,1,0,,4,2015-12-26
wGj0R1MZiYfG+AZGIniREJL1HmnhxSnYzW7LwXX5yQg=,13,23,male,3,2014-06-26
Ah/4fv8JOU2sC20nCfETb0KVUx2r7Fly3Td7l1ffvHs=,1,0,,9,2015-02-25
mqPfkA2CfaMMPUog0y1LrrSoOGBetoz2fWLmUSoJOUA=,5,20,male,3,2015-03-21
/NszX0NZPDhmpbzKGaEtB/c5ZRnTKgbY6BXJ+yFfpAI=,1,0,,4,2016-10-30
EJP1O/jAxWh75t1RoowLDminVpcxJk1Z4PyTNdTYfIU=,1,0,,4,2016-11-01
uOCFXxPTpDsXiVWCUhzBpU+ZkaG/ExnIAqCeMsI69uM=,1,0,,3,2014-05-04
3aipTzcJvkK5TjLYRFNK7nmvMg+k8QPvnDYFP++dQ2c=,11,32,male,9,2006-01-03
yp1b2ZIcMCLrsNu0dzoLMLegNW2nXurVHMPZFAnqL5c=,5,40,female,3,2014-12-28
FS+DEALhILG0vcWsWnXcyDc8+41X7L0Q9N7GoAVW/+E=,4,19,female,7,2016-01-07
TgAyC1WLaOpGpk5KjUefoAgssWUgl1pjTXmYDfJ9odU=,7,51,female,9,2007-08-21
KJ95hnICOmZSNfXgPm3d9qyxH+s3QVLNI2wjgX0D4cE=,1,0,,3,2014-05-16
R8Is0Z6KOUisxE1cl9PMIUc/NflkZpFHH+OQcf78SZQ=,12,16,female,3,2014-05-25
V9vPwyyunYUMXO7PydZYdDin1TGnRpmJ4H+2IdSalbo=,5,29,female,9,2011-08-31
JUMO79KFX870F3UharftEKyAH8UmeIXYz52Lo+w49xg=,1,0,,3,2014-07-03
B1uIgE6+FAzZ7R1UAV0jrjkXDLGQj+IGknjy8wKQA+c=,13,22,male,9,2013-07-13
bjvtmTU+ywQTlLLlt2pIVAwYqPwtgf+sW7mZMfo8DpU=,13,33,male,7,2011-03-25
5e6SslZjgm2TPXxKwinp3w09/zxlAD+v1/Bf9WOSjMQ=,1,0,,4,2016-12-28
1+Y83alAXjZGx8h37Po5EztGx/jmnuEpdO73AtX1wKs=,1,0,,4,2016-12-20
3ZfylyLIC0j1dP9/zb/rms7I7UwVxTtKFFOkbDWTy8Y=,1,0,,4,2017-01-03
P+PhKgNqwCgB2yoylxyTPrCkIWOIa3/QW0650BIKjoQ=,1,0,male,3,2014-06-13
GA8Zmt1wRxAIVp3KRQgGaoHeN6mc8cHM3fXfyp8zMWo=,1,0,,3,2014-06-23
NSEkagzsq3/lzzSNJPVtkuEN5OFDC6nVtKWvzIiNKk8=,1,0,,9,2014-05-11
pE/CmB6c84Qc8lyVVJ4Yf6shdGQoK402/7mVOHs1YYU=,1,0,,9,2014-06-16
SMVH0jpYo7s/FttZFz4m8F4D4Lt2RtDZu+QdQc2RCuM=,1,0,,4,2015-12-29
SIu3m6NitLRiUkfYyV8Lq9Hp8sJ6+O1CqNJsmAutico=,1,0,,7,2014-04-17
w4GVvxEQdihEKVsmJtuUpm+t+Rrun/AsKsksAF69TC0=,1,0,,4,2016-04-27
qSHgr/PtcRmhF+Pd6H4Zdlr0GQupukuQ52TCTxL4kyw=,21,24,female,9,2009-07-17
IZXR6QHiWCQhtgcJ5J1j9ZzA7oAkDNzKC9jkzsdOKR8=,5,30,female,9,2006-02-24
rSjoGQZruL2VWfRnETrLBa3EKfX0Vd3GURD8Muh79eo=,6,30,female,9,2010-01-21
ncZyKS2SSHk8XutE7MFMHUx48JJ7A67hi7qu0YJdLVw=,1,0,,4,2016-02-02
U6t3f5IWXJ7xTs1504MVoMIo6UUaaNmoyQY6KnbB+lM=,1,0,,4,2016-02-22
7LlAgn0AIKQpuQf2BWR1GdGq3H4EynHHE4gw7ma9bqM=,1,0,,9,2016-02-23
kZnlvUPoD5t+b7po3ETVD3BhiiVCyrsG6YPAvFUqeEw=,15,28,male,9,2017-01-30
foo81UKtRJZ1hLpHW+RYtURXoJWIwKpZLLJPgPAADQM=,1,0,,9,2015-07-06
lSt9Rki37SYmR0flYlpBhARV6Ad6UHNAY1vKDXdEXhY=,1,0,,4,2016-09-06
ylQJEmsDDL2Xfxnpkyp3B7YYuXfN1MnbsA6i6W0KX3A=,13,23,male,9,2007-12-23
TBXjm5ntpjS0aXJFELXSqyvoro6OMsH3p+32HfZGAuM=,5,24,male,3,2014-07-14
5imX2Mb5bf81YwLGj75ea2g149gw0NPEBo11+IV4Lq4=,1,0,,4,2016-04-21
eBdrgVSyNj4bk29MkQsD9qk1OkrMNnRU7eP+kzeatZo=,15,32,female,3,2012-12-12
6+f2M1w25xqGusL/wbqjW69c7ZnIrZy+tKCYlSHpx3E=,1,0,,4,2015-12-11
87UmKRGVJMfvUFpOCNezz/TeuriuSvWepj5Nb8Pu4OI=,1,0,male,7,2016-06-05
EbxNxV64zv7M21Mn2VjKQ9vhR5MQiRCsrQutQH2gg9s=,1,0,,4,2016-11-06
0rtnaT3ClRqSjzG5Dmc7tVlXwI6v/vq9DeQwPR+holA=,1,0,,4,2016-11-17
jlar6E6J3fABRYZhTegEkTZB7G29C87KPr8XiwPBhEY=,1,0,,4,2016-12-03
MF1cKeyNxtwLRLiN98y7x6EiDnpp59GHqtPULsYOYlc=,1,0,,4,2016-12-20
Tgi5k2E3Z/GNgyzWAkQgk1d7wo0gIoolmdwQKeDlLQo=,1,19,female,3,2013-10-12
oNEDvA52nNXzYNGucHBKJGpWG/ato4VCSfzUCIQ7sUM=,5,17,female,9,2012-09-01
YPzzfBVXU2rw9WshY5v9uoW6lXgwifqPUB8lCw/FFLM=,7,29,female,9,2006-05-13
2ZWmjghtXMaeK6MUGGmCZaIrJJxhTaAFgxTnSdo8GCo=,21,0,,3,2014-08-05
3vwEtI2cBQCLJwT8em59RfPuWBxkz0obQmnHNSxammI=,22,27,male,3,2015-07-11
1EYPbgMirqc4emz6b9DSqjQjupDTtjEpfHHkubSIPoU=,8,20,female,4,2015-11-24
den1BNXozaW6s0DwWABlH0CXb4mVv0J1jEqp1c/BVvM=,1,0,,7,2015-11-28
Y1U36O/94tfhwBhvtmWLk3r7vYTB/uwT5CQHmUwu9ak=,1,0,,4,2015-12-20
s4fYFKD2djTuCiejZwZ8z1g/Ijdoyo7ejQ/eUTZ5Yn4=,1,0,,4,2015-11-24
Qg1Ctunonph4SJzdAfrI9AK+MSYe1/Xtf3sM+xXiaVI=,1,0,,9,2015-08-02
2hV/MgtWc9X3rrNJKo3lMsoOYUeQgUwoeQuWA49bk/k=,18,21,male,3,2014-01-04
PG6bBlJ6mgal1Z14FOqa/P7bGAU5ifuhz2sjpBdAcxI=,6,15,male,9,2014-01-19
oAB4eXh37tHkesr2pos6dtbBZai34JiD0FcQmz/oPvY=,1,0,,3,2014-07-20
QeWHRrYX0ouqdVloCZZpIlHchUoznRN/rvMhhAl0Bg8=,1,0,,3,2014-07-17
T9GK+7NqWmwRArLpvzbRr1CGzkz78T4mLwm4S1PlpLo=,1,0,,4,2016-07-11
+qrEQTwmGmW3szpzHj9TAhkXZ5pvwdFhO9pru+Xld8g=,17,36,male,9,2011-08-06
3lYyAlKS/aeVbeKOQE3Ik+HyfahrJQF1Pn192k7BOy4=,3,32,male,9,2011-09-08
ptaFtGmSib497PzhaXDUsvYL35q6FBd96BDH8TjlsFI=,1,0,,4,2016-03-30
6ii2w6NLJlF8Xsm+rcrH3I6x8Ai7cM1CR1y3CzOPJA4=,15,32,male,3,2014-11-28
eQQNFEn9gZMKHyU7uHi27jD2CPoYhjNfMT4BLfFMLsY=,1,0,,7,2016-08-23
zhBSSQpwfX1kPdOSx2yz0xMgXGSKcotNEKG8G4H9STE=,11,39,female,3,2012-06-20
/LDoIJ8qjMPWsdxYNLfAMODDPbZdiFGg6sVLXJhwCks=,3,32,male,9,2012-08-20
PY2OZZzIaVTcnBgRhPapzXQVn8mKCHTDSXmKIIFofs8=,1,0,,7,2014-06-13
4AfrDw3tx8jIPeB6qhtdNNukoWy4c8lDCxG6nfc/FZE=,1,0,,3,2014-06-15
YRbguGTYGpADgqCEnm99Y+ZaJH7fucl65U7f0qS9L5Y=,1,0,,4,2016-11-06
A9kZvIJEv5Nw8k3TmY6hTnKMBjNUGUXInBxxGBKlDss=,1,0,,4,2016-11-18
QWKPqbiMJG7LTviEkafrUMz8sp5qgDFyJ1QUKZ/f9gA=,1,0,,4,2016-10-17
vWotvp5FHmXRan/i6OJPWJO7CIUUO3rcPugHWkI3si4=,1,0,,3,2014-06-25
+0xNgd4zUQMKG54+nqaVxZeSWssOFg5kT1lNzgeKspE=,1,0,,9,2014-10-18
JmajGdSxoAi9Mpy5raJNv+mMxavygbG9HoujIyWb4z0=,1,0,,4,2016-07-14
6Z+ueERCGMiTbO1w63HZtvJn/56lsyqJOtbJNxr0rhs=,5,18,female,3,2016-10-06
W/D1onpjN8aV+xOJ7tuAREEy48778ge8GLD8CmqFE/c=,13,25,female,9,2015-06-10
